"","id_client","premium_gamma","premium_lnorm"
"1",9,171.379971393378,67.9649599280964
"2",16,167.961190512435,61.0730738011496
"3",26,35.6644480205328,12.8187976768546
"4",40,53.0466846603065,19.1819418077546
"5",56,28.0318001995347,11.2679058803503
"6",70,9.05201936179464,3.83144987885022
"7",92,1041.7334953911,384.902079595794
"8",103,14.1165110929257,4.57677332364742
"9",107,369.5204333129,138.805275598034
"10",125,21.4654310352317,8.61491479915015
"11",136,163.222768776417,75.6038965947574
"12",140,1569.51480040982,693.698367284925
"13",146,120.863397253958,50.6182045026721
"14",158,2228.52327975974,750.0805353756
"15",160,397.33515926853,146.844199550916
"16",175,859.008652645569,398.341726360677
"17",179,366.881316488991,137.301641639169
"18",189,171.144205464543,76.981573167073
"19",200,47.1779061107984,17.3958346373806
"20",204,858.771039616015,336.13407166131
"21",210,588.307049923782,267.810339882111
"22",217,251.68303223143,93.1272406698031
"23",218,34.4336420847078,16.0661447894194
"24",220,60.2788017466728,21.8940008228466
"25",221,46.7940327693043,15.2421274447105
"26",225,485.27712176159,195.335171939018
"27",241,31.6307469066005,12.6395148974541
"28",263,38.3091859221491,14.7455945221563
"29",265,28.4860014728776,12.0526614675536
"30",271,605.594475435033,193.708189933108
"31",275,204.77639495713,83.1546346118352
"32",279,111.286879831472,45.143782317281
"33",297,26.0379984297801,15.2472760366298
"34",302,646.85382609235,262.98852361108
"35",315,163.687129778977,57.6313792581118
"36",332,13.1995672773832,5.78387368736447
"37",344,77.5713677026083,26.2695893483962
"38",351,44.419755471689,14.6673984634891
"39",353,1801.98873231629,753.684050534372
"40",362,160.406551641334,64.9455876657048
"41",369,90.1313195786183,35.5632880025123
"42",377,23.8619759451177,8.03442319446962
"43",389,512.571922998624,176.525335568711
"44",390,2455.67292280461,1120.99489988688
"45",400,62.4749201544945,25.510161590078
"46",417,40.8730741683213,24.2474966177743
"47",418,706.628701012652,269.669827735252
"48",419,346.907459358047,112.513601240251
"49",422,45.0148306896665,16.2199208145168
"50",453,92.3021805008811,44.7518193233901
"51",466,10.3184871293231,6.11736300685854
"52",480,521.105576046243,209.368881338767
"53",487,3131.34741289691,1142.27333533772
"54",497,86.657272371412,28.0586014599085
"55",506,103.519447194616,40.2180023336124
"56",517,1384.67458382121,593.497440138273
"57",529,45.8027201662069,18.0751581007684
"58",537,3.03221765514977,1.42348094844226
"59",542,1062.18561275828,432.295291819986
"60",548,65.0084728750603,24.7293866912069
"61",557,2597.13348125765,998.298546535845
"62",565,52.5613770078136,19.2621517385213
"63",566,100.93593255117,34.1705158593686
"64",570,132.301546809609,60.3785378891298
"65",588,2509.61036798327,847.717191649473
"66",610,724.788659981974,304.335672076442
"67",615,372.766539092897,146.872338640138
"68",634,45.8950216762141,15.3750209923322
"69",639,32.4233877973093,11.3947214516672
"70",640,432.593647883964,172.493082207918
"71",643,2407.0527585088,806.387281173029
"72",652,1369.71299173806,460.587966532661
"73",655,215.438377073687,132.198556762117
"74",655,596.697229703623,265.094601159011
"75",661,5.59075177318516,2.86060461723448
"76",666,18.1822247923523,8.34864857684938
"77",670,215.478450574894,141.13739959909
"78",672,8.53931084364558,3.80571319939126
"79",675,67.2512903976601,24.7469883081974
"80",695,26.814284524097,9.89262675930896
"81",696,130.928680062896,70.8392133517891
"82",696,120.951438972572,53.9079937315847
"83",708,1353.99929963263,540.417198361901
"84",712,1981.8576304788,844.31369012977
"85",727,33.9208617720193,15.7803658488652
"86",728,206.032636920107,109.44448236179
"87",730,2950.89597116235,1061.46321991804
"88",750,314.746605051391,131.311600707959
"89",756,3.1646796478552,1.49047233855046
"90",759,125.276277238699,61.12902924979
"91",761,323.862476304695,126.620556448392
"92",765,853.086956770815,274.628053806875
"93",787,93.0063804595383,40.0573589215833
"94",795,150.89258343703,41.1428617014572
"95",815,1419.22811476781,536.62144290448
"96",822,2843.51619874625,987.270983386039
"97",827,16.0604427470202,7.79809417940572
"98",836,102.655309807624,38.861990367408
"99",858,65.5147275722396,29.3894014768593
"100",871,146.560564903355,55.0471481111472
"101",873,35.2826414021248,11.6111901883032
"102",874,23.8043351641893,7.55863867223484
"103",891,2214.53227586242,777.752638356746
"104",904,5.94249773540124,2.60708932669862
"105",913,18.275710339605,9.39340208958972
"106",927,192.454757719647,91.6786006139114
"107",929,11.2290086687757,5.2547604630789
"108",932,111.696554419689,51.4400468383952
"109",935,387.566611194597,198.047749559193
"110",942,848.902823695396,294.155969667963
"111",970,22.5235532734748,7.6618525328033
"112",989,51.4303396683839,18.3838417637427
"113",990,987.922330072589,389.083264639656
"114",998,367.001297773515,167.775038752374
"115",1010,1036.76671112156,471.9326752743
"116",1018,18.8606513169374,6.99945647970336
"117",1019,881.343858908141,292.836850344897
"118",1023,195.44750525102,81.0072069541436
"119",1031,987.535553683348,367.459682529571
"120",1033,331.70618190915,116.426325279517
"121",1039,1992.25682018353,615.445064834818
"122",1041,705.325301552484,313.334377475052
"123",1042,451.986895864749,197.806861681232
"124",1050,1109.45636050818,329.451091146185
"125",1068,359.701074149728,141.766343949634
"126",1077,71.4091510985997,31.1053171379346
"127",1089,8.37143523801162,3.93595757091927
"128",1091,377.791114969227,156.005028001102
"129",1095,63.2169511133596,22.9659685155522
"130",1098,57.4807332463901,24.2186987130839
"131",1105,59.3979734054048,17.7650255384986
"132",1110,1.498360114634,0.714874991395583
"133",1129,551.126093374538,301.682917156963
"134",1134,64.7168209513092,35.0957403663738
"135",1135,1538.56214218215,677.637585714997
"136",1136,1221.4756764815,507.521873515491
"137",1137,114.664491284227,43.3938666362297
"138",1153,107.535525136012,37.4376602205259
"139",1153,90.7310683268263,36.9699422042276
"140",1162,53.8487375935743,21.7849167293767
"141",1167,1567.83544021744,566.467833540556
"142",1181,1017.32327180614,382.716744153949
"143",1187,15.3690287355779,5.83015009444744
"144",1204,1195.31823436102,542.133904879113
"145",1209,2.01481522469241,1.09751823121134
"146",1219,1349.99114815256,519.497179361751
"147",1227,117.451790720526,53.3165887801264
